italian_name,n_sources,sources,latin_names
spicata,1,targioni_1858,ALOE Aloe periata
spicatum,1,targioni_1858,EPILOBIUM Camenerio . Epilobio. Sfenice . Sfenice selvatica
spicatus,1,targioni_1858,HOLCUS Sainel la . Sagginella
spiiima del tale,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
spillettone nfttvarrino,1,targioni_1858,VITIS Spillettone
spin bianco,1,targioni_1858,CRATAEGI monogynia
spin ccrbino,1,targioni_1858,RHAMNI infectorius
spin cervino,1,targioni_1858,"RHAMNI infectorii, fructus immaturi; RHAMNI infectorius"
spin quer- cino,1,targioni_1858,RHAMNI infectorius
spina,1,targioni_1858,PYRI Spadona; ZYZYPHUS Paliurus
spina giudaica,1,targioni_1858,ZYZYPHUS Paliurus
spinace,1,targioni_1858,SPINACI A oleracea
spinaci,1,targioni_1858,SPINACI A oleracea
spinacio,1,targioni_1858,SPINACI A oleracea
spino merlo,1,targioni_1858,RHAMNI infectorius
spinose,1,targioni_1858,PRUNUS Ciliegia canina
"spinosissimae , fructus",1,targioni_1858,ROSAE Caccabelli
spinosissimus,1,targioni_1858,CARDUUS Scardiccione
spinosus,1,targioni_1858,ACANTHUS Marmoracia. Marmoracia
spiralis,1,targioni_1858,OPHRYS Pecchine
spiuma del ferro,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
spoglia delle lcrpi,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
spongi- no calcedonio,1,targioni_1858,CITRUS Calcedonicus
spongino,1,targioni_1858,CITRUS Calcedonicus
spraggine,1,targioni_1858,HELMINTHIA Pers; PICHRIS echioides
spraggine salvatica,1,targioni_1858,BUPHTHALMUM spinosum 1
sprone di cavaliere,1,targioni_1858,DAUCUS DÈLPHINnjM Aiacis
spugnino,1,targioni_1858,PHALLUS esculcntus
spugnòlo di capo giallo ceciato,1,targioni_1858,PHALLUS - undosus
spugnòlo di capo tondo,1,targioni_1858,PHALLUS - undosus
spurium,1,targioni_1858,ANTIRRHINUM Violacciocco salvatico
squama del rame,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
squama dello ftomoma,1,matthioli_1568,PYRI Danese; VIBURNUM Opulus
squinmto,1,matthioli_1568,
stachi,1,matthioli_1568,
staphis agria,1,matthioli_1568,
staphy'-agria,1,targioni_1858,DAUCUS Cappucci. Consolida reale. Fior cappuccio di campo . Fior cappuccio salvatico
statte,1,matthioli_1568,CASSIA CA’SSINE Peragua. L
stebe,1,matthioli_1568,CASSIA CA’SSINE Peragua. L
stec- cherino bianco buono,1,targioni_1858,HYDNUM imhricatum
steccherino do- rato huono,1,targioni_1858,HYDNUM repandum
stecchi,1,targioni_1858,GENISTA florida
stecha,1,matthioli_1568,CASSIA CA’SSINE Peragua. L
stella,1,targioni_1858,"PYRI Carpi, o Pericarpia"
stellata,1,targioni_1858,SCABIOSA Vedovina col ciuffo
stercorarius,1,targioni_1858,AGARICUS * giallo di gambo bucherattoloso
sthoecas,1,targioni_1858,GLYCIRRHIZZ ‘ Zolfino; LAVANDULA Spigo salvatico
"stimmi, ouero stibio",1,matthioli_1568,
stinco,1,matthioli_1568,VITIS Lonza
stnilace liscia,1,targioni_1858,TAMUS communi»
stoppini perpetui,1,targioni_1858,"JUNCI conglomerati, mcdulla"
stoppione,1,targioni_1858,CARDUUS crispus; CARDUUS ■; SERRATULA arvensis
storace ca- lamita,1,targioni_1858,"STYRACIS 3TYRACIS officinali*, Balsamum siccum"
storace in lacrima,1,targioni_1858,"STYRACIS 3TYRACIS officinali*, Balsamum siccum"
storace li- quida,1,targioni_1858,"LIQUIDAMBAR IS styracifluae , resina"
stramineus,1,targioni_1858,AGARICUS Fungo di concio
stramonio doppio,1,targioni_1858,DATURA fastuosa
stramonio doppio bianco,1,targioni_1858,"DATURA fastuosa , flore albo"
stramonio maggiore,1,targioni_1858,DATUR A Tatula
stramonium,1,targioni_1858,DATURA Noce metella
stratiote millefoglio,1,matthioli_1568,CASSIA CA’SSINE Peragua. L
stri- goli,1,targioni_1858,CUCUB ALUS Behen
stritoli,1,targioni_1858,CUCUB ALUS Behen
strobilàcea,1,targioni_1858,CENT Ceceprete
strobus,1,targioni_1858,PINUS Pino . Pino premice . Pino stiaccia mane
stroppi on e,1,targioni_1858,CARDUUS ■
stroppione,1,targioni_1858,SERRATULA arvensis
strozza prete ?,1,targioni_1858,VITIS RafFaone
sttigniculi,1,targioni_1858,"PRUNI • spinosae , fructus"
suage,1,targioni_1858,"PYRI Strozza Preti, o Coral- lina"
suber,1,targioni_1858,PYRUS Quercia
"suberis, cortcx",1,targioni_1858,PYRUS Alcornoch. Sovero . Sughera . Sughero . Sti- verò
subrubello,1,targioni_1858,SCABIOSA Vedova . Vedovina . Vedovina pavonazza
"succina, o zucchina bianca",1,targioni_1858,PRUNI Crocetta
succisa,1,targioni_1858,SCABIOSA Vedovina stellata
succotrina,1,targioni_1858,ALOE Aloè . Aloe soccotrino
susiana,1,targioni_1858,IRIS Acoro adulterino . Acoro falso . Gi- glio giallo . Iride gialla
susina agostina,1,targioni_1858,"PRUNUS So albana , seu albanula"
susina asinaccia,1,targioni_1858,"PRUNUS *- domestica , asinaria"
susina del cuore,1,targioni_1858,"PRUNUS domestica, fructu rubro cordato"
susina giallina,1,targioni_1858,PRUNUS do nestica fructu parvo rotundo luteo austero durio- re
susina pcrnicona,1,targioni_1858,PRUNUS Pernicona
susina pru- gnola bianca,1,targioni_1858,"PRUNUS So albana , seu albanula"
susina prugnola ciliegia,1,targioni_1858,"PRUNUS domestica, fructa minori"
susina prugnola grossa,1,targioni_1858,"PRUNUS domestica, svlvescris latifolia?"
susina salvatica,1,targioni_1858,"PRUNUS domestica , spontanea seu silvestris"
susina verdarjchia.susina clau- dia ? susina regina claudia ?,1,targioni_1858,"PRUNUS domestica ,viridacea"
sylvaticum,1,targioni_1858,EQUISETUM Coda equina . Equiseto . Cucitoli . Paltrufali. Setolone . i
sylvestris,1,targioni_1858,ANGELICA Arcangelica; DIPSACUS Scardaccione . Scardinaci cioli; FRAG Fragola tardiva; LATHYRUS ■; MENTHA Mentastro
"sylvestris , resina",1,targioni_1858,PINI Pinocchio
sylvestris ?,1,targioni_1858,PINUS Weimouth
"sylvestris, fructus",1,targioni_1858,ROSAE Caccabelli j Scarnigi
"sylvestris, resina igne extracta",1,targioni_1858,PINI Pece greca . Colofonia
syriacus,1,targioni_1858,HIBISCUS Rosa della China doppia
sysimbrium sisymbrinm,1,targioni_1858,ERRORI X 58 SENAPACCIA salvatica
t bunnus,1,matthioli_1568,
t efticolo di cane,1,matthioli_1568,VITIS Lonza
t erebintho,1,matthioli_1568,
t ragacancha,1,matthioli_1568,
t ragio,1,matthioli_1568,
t ragorigano,1,matthioli_1568,
t richomane,1,matthioli_1568,TRITICUM Calbigia rossa. Grano gentile rosso
t- rotundus,1,targioni_1858,CYPERUS Paoyrus
ta- bacco monocos,1,targioni_1858,NICOLI ANA rustica
ta- maro,1,targioni_1858,TAMUS communi»
tabacco,1,targioni_1858,NICOLI ANA fruticosa
tabacco brasile,1,targioni_1858,NICOLI ANA rustica
"tabacuin, larifolia",1,targioni_1858,NICOLI ANA Tabacco spadone
taccamacca,1,targioni_1858,EXCOECARIA _FAG AR A octnndra
taceahamaca,1,targioni_1858,EXCOECARIA _FAG AR A octnndra
tallonzoli,1,targioni_1858,"BRASSICA BRASSICA£ Rapae,folia prima , et turiones"
talus fuiuusil,1,matthioli_1568,
tamarindi,1,targioni_1858,TAMARINDUS indica
tanjarro,1,targioni_1858,TAMUS communi»
tar da,1,targioni_1858,PINUS Pino chiappino . Pino montano. Pino salvatico
taram taxus,1,targioni_1858,"ERRORI X""2 TASSO"
targ,1,targioni_1858,FRAG **; FRAG Fragola del Chili; FRAG Fragola marchiana; FRAG Germania grossa. Erba Fragole . Fragola moscadella rossa ?; MIRABILIS Gelsomino di notte a fior lungo
tartufo,1,targioni_1858,LYCIUM tuber a
tassia,1,targioni_1858,THAPSIA asclepium
tatarica,1,targioni_1858,"AVENA Avena , o Vena d’Inghilterra"
taz- zettacce,1,targioni_1858,NARCISSUS poecicus
tazzerte sabatiche,1,targioni_1858,NARCISSUS poecicus
tazzetta,1,targioni_1858,NARCISSUS Tromboni doppi
"tazzetta, flore pieno",1,targioni_1858,NARCISSUS Narciso. Narcisso. Tazzetta. Tazzetta scempia
"te , o the americano",1,targioni_1858,ILEX vnmitoria
te ■ stìcolo di cane,1,targioni_1858,ORCHIDEAE mulrae
tectorrim,1,targioni_1858,SEMPERVIVUM Semprevivo arboreo
tedesca,1,targioni_1858,PYRI Signora
"temulentum , muticum",1,targioni_1858,LOLIUM Loglio colla resta
"temuleritum, aristatum",1,targioni_1858,LOLIUM Loglio
ten- dina rossa agostina,1,targioni_1858,PYRI Tondantc di Pesto del fruttaro nuovo di Boboli
tenacissima,1,targioni_1858,STIPA Fate
terebintho,1,matthioli_1568,CASSIA CA’SSINE Peragua. L
terebinthus,1,targioni_1858,PESTACI Lentischio Mastice . Mastico . Mastrice . Sondro. Son- nolo . Stinchi . Verzura da far feste
terra catecù,1,targioni_1858,ACACIAE Catechu tu. Succus
terra japonica,1,targioni_1858,ACACIAE Catechu tu. Succus
terram frandfeam w,1,clavis_sanationis_1290,
testaceus,1,targioni_1858,AGARICUS Tignosa bianca
testicolo,1,targioni_1858,ORCHIDEAE mulrae; ORCHIS Mono; ORCHIS mascula; ORCHIS papilionacea
testicolo di cane,1,targioni_1858,ORCHIS Mono; ORCHIS mascula
testiculo vulpis,1,targioni_1858,ORCHIS bifolia
tetragonum,1,targioni_1858,EPILOBIUM Chamenerio . Epilobio; PELARGONIUM Geranio rosa . Geranio rosa a foglia intagliata . Geranio rosato
tetragonus,1,targioni_1858,CACTUS Perù
tetralix,1,targioni_1858,EQUISETUM Scopa . Scopa da granate. Scoparia
thapsus,1,targioni_1858,VERBASCUM Ciuco
the,1,targioni_1858,THE A Bohea
the ame,1,targioni_1858,VIBURNUM laevigatum
the europeo,1,targioni_1858,VERONICA officinalis
thia,1,targioni_1858,THUYA orientali*
thlafpi,1,matthioli_1568,
"thuriferac , resina",1,targioni_1858,JUNIPERI Sandracca . Sandracca
tica,1,targioni_1858,VIBURNUM sepiurn
ticunas,1,targioni_1858,"HIPPOMANES Mancinellae, succus"
tiglia,1,targioni_1858,TILIA europaca
tignamichino,1,targioni_1858,FILAGO gallica
timbra,1,targioni_1858,SATUREIA Thymbta; SATUREIA juliana ■
timbro,1,targioni_1858,SATUREIA Thymbta
tinctoria,1,targioni_1858,MORUS More rosse
tinctorius,1,targioni_1858,CARPTNUS Herba del latte
"tinctorum , sativa",1,targioni_1858,ROSMARINUS Robbia
"tinctorum , sylvestris",1,targioni_1858,ROSMARINUS Rubbia domestica
tineas verias,1,clavis_sanationis_1290,
tinus,1,targioni_1858,VIBURNUM ■
tipha,1,matthioli_1568,
tirignozzo,1,targioni_1858,AGARICUS inanis . Scop
tirucalli,1,targioni_1858,EUPHORBIA Pitiusa
tithimali,1,matthioli_1568,
titimaglio,1,targioni_1858,EUPHOBIAE herbaceae fere omnes
titimalo,1,targioni_1858,EUPHOBIAE herbaceae fere omnes
tlaspi,1,targioni_1858,IBERIS sempevflorens
"tnbacum , angustifolia",1,targioni_1858,NICOLI ANA Nachitosk . Tabacco virginia. Tabacco Ungheria. Tor- nabona. Virginia.Ungheria
tnrpethum,1,targioni_1858,CONVOLVULUS Campanelle a tre colori. Vilucchio di tre colori
to pers,1,targioni_1858,EQUISETUM 4<S becco di Grue . Rostrum ciconiae
toccamano,1,targioni_1858,SHER ARDI A arvensis
tofsilagine,1,matthioli_1568,
tonno,1,matthioli_1568,
topo ragno,1,matthioli_1568,"ROSA ■ sulphurea , fl. pieno"
toporagno,1,matthioli_1568,"ROSA ■ sulphurea , fl. pieno"
torminalis,1,targioni_1858,CRATAEGUS Azzarola
torminosus,1,targioni_1858,AGARICUS Fungo lattajolo dolce . Lattajolo dolce
tornasole,1,targioni_1858,CROCUS tinctoriu-n
torpedine pefee,1,matthioli_1568,
tortelli di lupo,1,targioni_1858,HELLEBORUS niger
totomaglio,1,targioni_1858,EUPHOBIAE herbaceae fere omnes
tpeporella,1,targioni_1858,THYMUS Piperelk
tpo cistide,1,targioni_1858,CYTINUS Hynocistis
trachelio a- mericano,1,targioni_1858,LOBELIA Cardinalis
tradescanti,1,targioni_1858,ASTER Aster purpurei
tradescantia,1,targioni_1858,TORMENTILLA [TRADESCANTIA virginica
trafogliolo di prato,1,targioni_1858,MEDICAGO intertexta
trafogliolo salvatico,1,targioni_1858,TRIFOLHJM angustifolium
trafogliolo sen/a lappola,1,targioni_1858,LOTUS Dorycniutn . L
trafogliolo senza lappola,1,targioni_1858,DOR YCNIUM Pers. Dorycnium monspeliense . v>. Dorychnium par- viflorum. Savi
trafogliolo tarpa terra,1,targioni_1858,MEDICAGO intertexta
"tragacanthae , gummi",1,targioni_1858,ASTRAGALI Dragante
tragus,1,targioni_1858,SALSOLA Soda
traspi,1,targioni_1858,IBERIS sempevflorens
"treb- biano , o tribbiano di spagna",1,targioni_1858,"VITIS Trebbiano , Tribbiano nero"
"trebbiano , o tribbiano bastar- do",1,targioni_1858,VITIS Tedesca rossa verde
"trebbiano, o tribbia- no dorato dolce",1,targioni_1858,"VITIS Treb- biano , o Tribbiano perugino"
"trebbiano, o tribbiano di bucherello",1,targioni_1858,"VITIS Trebbiano , o Tribbiano cascolo , o miglio e fave"
tremella,1,targioni_1858,CONDRILLA fontinalis
tremula,1,targioni_1858,POPULUS Pioppo cipressino . Pioppo tibe- rino
triacanthos,1,targioni_1858,GLEDITSHIA Gleditsia
triangularis,1,targioni_1858,CACTUS Cereo quadrangolare
tribolo a foglie grandi,1,targioni_1858,MELILOTUS italica. Pers
tribolo aquatico,1,targioni_1858,TRAPA natans
trichomanoidcs,1,targioni_1858,ASPLENIUM Lingua cervina. Scolopendra
tricolor,1,targioni_1858,AMARANTHUS Amaranto salvatico . Amaranto sanguigno „; CONVOLVULUS Brassica marina . Cavolo di mare . Ca- volo marino. Soldana. Soldanella . Soldinella; VIOLA Violacea. Violetta . Vivola mammola
trifoglio,1,matthioli_1568,MEDICAGO intertexta
trifoglio de’ prati,1,targioni_1858,MEDICAGO intertexta
trifoglio giallo,1,targioni_1858,LOTUS corniculatus
trifolia,1,targioni_1858,PESTACI Terebinto; VERBENA Vermena . Vermenaca. Verminaca
trinc 1 1 il,1,targioni_1858,HYOSERIS radicata
triste,1,targioni_1858,PELARGONIUM Geranio trigono
tristis,1,targioni_1858,"AGARICUS Lapacendro malefico, eh* cambia colore, e goccia liquore colore di Zafferano; BOLETUS Fungo cambia c loro . Porcino malefici» . Verrino"
trivialts,1,targioni_1858,POA Spannocchina . Seiammia
trombetta di morto maggiore a cespi,1,targioni_1858,HÈLVELA laciniata
trombone,1,targioni_1858,NARCISSUS Pseudonarcissus
tsalmàntica,1,targioni_1858,CENT Jacea
tuber 6,1,targioni_1858,LYCIUM Tartufo di Norcia. Tartufo nero. Tartufo porcino . Tuberà . Tubero
tuberosa,1,targioni_1858,FRAG »alt atica lunga detta Bondì
tuberosum,1,targioni_1858,SOLANUM Pomo di Sodoma
tulipa- no d’olanda,1,targioni_1858,TULIPA Gesneriana
tulipano doppio,1,targioni_1858,"TULIPA Gesneriana, fi. pieno"
tulipano salvatico,1,targioni_1858,TULIPA sylvestris
tuna,1,targioni_1858,CACTUS Cerco triangolare
turbinata,1,targioni_1858,MEDICAGO Cedrangola . Erba medica . Erba merica. Fieno d’ Ungheria-. Medica
turca r o tur- chesca,1,targioni_1858,PRUNI -Spilla buco
turgidum,1,targioni_1858,TRITICUM Grano farro rosso di spiga rada
"turgidum, aristis albis",1,targioni_1858,TRITICUM Andriolo. Gran duro . Grano duro . Grano forte . •
turr,1,targioni_1858,ARUNDO Cannucce
turtu- maglio,1,targioni_1858,EUPHOBIAE herbaceae fere omnes
tutumaglio,1,targioni_1858,EUPHOBIAE herbaceae fere omnes
typhinum,1,targioni_1858,RHUS Tossicodendro
ulva lactuca,1,targioni_1858,ULMLJS Olmo di foglia larga
umbellata,1,targioni_1858,IBERIS Traspi
umbellatum,1,targioni_1858,ORNITHOGALUM Coda di Scoiattolo
umiliaco,1,targioni_1858,PRUNUS Armeniaca
undulatum,1,targioni_1858,RHEUM Rhapontico. Rheo turco
unisiliquosa,1,targioni_1858,HIERACIUM Sferracavallo
uniti,1,targioni_1858,CINCHONA Fè
uovola ordinario,1,targioni_1858,AGARICUS Caesareus . Scop
uovolo,1,targioni_1858,AGARICUS Caesareus . Scop
urens,1,targioni_1858,URTICA Ortica della China
ursinum,1,targioni_1858,ÀTLIUM Aglietto . Aglietto bianco . Aglio e Allio di serpe . Aglio serpentino
uva agrestina,1,targioni_1858,VITIS .vinifera pvaecox
uva crispa,1,targioni_1858,RIBES Ribes bianco. Ribes periato
uva da affettare,1,targioni_1858,"VITIS vinifera , affricana duracina ?"
uva di volpe,1,targioni_1858,PARIS quadrifolia
uva d’orso,1,targioni_1858,ARBUTUS Uva Ursi
uva lugliatica,1,targioni_1858,"VITIS .vinifera pvaecox; VITIS vinifera, lugliatica"
uva lugliola,1,targioni_1858,"VITIS vinifera, lugliatica"
uva o vite abro- stine bianco,1,targioni_1858,VITIS viniferae varietatcs incertae
uva per- gola,1,targioni_1858,"VITIS vinifera , pergulana"
uva pergolese,1,targioni_1858,"VITIS vinifera , pergulana"
uva schiava,1,targioni_1858,"VITIS Uva , e Vite Zibibbo bianco vero"
uva tamina,1,targioni_1858,TAMUS communi»
"uva, e vite piccolit",1,targioni_1858,"VITIS vinifera , Piccolita"
uva.],1,targioni_1858,VITIS VITISviniferae.fructus
va della china,1,targioni_1858,"VIBURNUM Faba , semine viridi"
va di windsor,1,targioni_1858,VERONICA Chamaedrys
va nera,1,targioni_1858,"VERONICA Faba, semine nigro"
va rossa,1,targioni_1858,"VERONICA Faba , semine rubro"
vaccaria,1,targioni_1858,SAPONÀRIA Saponaria . Saponella . Condisi ?
vaiionia,1,targioni_1858,QUERCUS AEgylopis fructus
vainiglia,1,targioni_1858,IISLI peruvianum
vainiglia da inverno,1,targioni_1858,BUTOMUS suaveolens
vainiglia saleatioa,1,targioni_1858,MYOSOTIS arvensis. Myosotis scorpioides
"vajano , o varano",1,targioni_1858,VITIS Ulivello
valcns,1,targioni_1858,AGARICUS Fungo appassionato
valeriana,1,matthioli_1568,
valica,1,targioni_1858,VIBURNUM Fava salVICIA Ervilia
vallonea,1,targioni_1858,QUERCUS AEgylopis fructus
valonea,1,targioni_1858,QUERCUS AEgylopis fructus
vareck,1,targioni_1858,FUCUS vesiculosus
variac,1,targioni_1858,EUPHOBIAE Euforbio
variegato,1,targioni_1858,"ALCEA Malva rosa rossa. Malva rosa incarnata; CHEIR Violacciocca pavonazza, • .vinata; SCABIOSA Vedovina gridellina"
variegatum,1,targioni_1858,COIX Efemero . Zafferano bastardo . Zafferano salvatico
varrà biancamoscadellata,1,targioni_1858,VITIS Malaga gentile
vcrdacchino di bosco,1,targioni_1858,AGARICUS viridulus . Scor f}
vcrticillatus,1,targioni_1858,ASPARAGUS Spaglierò. Sparagio. Spazzole
vcsca,1,targioni_1858,FRAG Chili. *
"vcsca , fructu albo odoro",1,targioni_1858,FRAG Fragola di montagna
"vcsca , monophvlla",1,targioni_1858,FRAG Fragola nana
"vcsca , sylvestris, echinis in racemum congcstis seminibus majoribus",1,targioni_1858,CASSUVIUM ?
"vcsca, sylvestris echinjs in racemum congestis seminibus rotundis parvis",1,targioni_1858,CASSUVIUM Casta- gna a grappoli . Castagna salvatica a grappoli. Castagna salvatica griccia
ve scia di lupo,1,targioni_1858,LYCIUM LYCO°ERDONBovist*
vecchia tentennina,1,targioni_1858,ORNITHOPUS Scorpioide»
"veccia brava, comune",1,targioni_1858,VIBURNUM VecVICIA Faba
veccia comune,1,targioni_1858,"VIBURNUM sativa, semine nigro"
veccia da,1,targioni_1858,"VIBURNUM sativa, semine nigro"
veccia grigiolata,1,targioni_1858,LOTUS corniculatus
veccia lustrioa,1,targioni_1858,LOTUS Ornithopodioides
veccia nera.vecna,1,targioni_1858,"VIBURNUM Faba , humilis"
veccia pisella,1,targioni_1858,VIBURNUM VecVICIA Faba
veccia salvare cavalline,1,targioni_1858,VIBURNUM sepiurn
vedi morone,1,targioni_1858,VITIS Sapina
vedovina salvatica,1,targioni_1858,SCABIOSA arvensis
veladro,1,targioni_1858,VER ATRUM album
vena di tartaria,1,targioni_1858,AVENA orientalis . Pcrs
vena maggiore,1,targioni_1858,AVENA elatior
vena vana,1,targioni_1858,BROMUS srerilis
ventolana,1,targioni_1858,BROMUS sccalinus
ver- dona d’anghiari,1,targioni_1858,VITIS Verdona
ver- naccia nera di siracusa,1,targioni_1858,VITIS Vernaccia di S. Gimignano
vera,1,targioni_1858,PESTACI Pistacchio . Pistacchio giallo
verbasco silvestre,1,targioni_1858,PHLOMIS fruticosa
verbena della giamaica,1,targioni_1858,JPETIVERIA alliaca
verbenaca,1,matthioli_1568,
verde lunga,1,targioni_1858,PYRI Tudalle
verde muschiato,1,targioni_1858,VITIS Verde maschio
verdecchio,1,targioni_1858,VITIS Verdea
verdona della romola,1,targioni_1858,VITIS Verdona di Scandicci
verdone,1,targioni_1858,"FICI Verdino bianco , o Zeccolo , o Zeccoluto"
verdone •,1,targioni_1858,AGARICUS Fungo vedovo. Grumato. Grumato pavonazzo.Vedovo
vergata di s,1,targioni_1858,PYRI Verdona di Pomino
vermiculata,1,targioni_1858,CLAVARIA Mazza d’ Ercole gialla
vernaccia di cone- gliano,1,targioni_1858,VITIS Vernaccia bianca di Siracusa
vernaccia(,1,targioni_1858,VITIS Vernaccia di Corneglia
vernareccia,1,targioni_1858,PYRI Vergolosa
vernix,1,targioni_1858,RHUS Sommaccp peloso . Sorbo salvatico
veronica,1,targioni_1858,"VERONICA Faba, semine nigro"
verrucaria,1,targioni_1858,IISLI HELlOTROPIUMeuropaeum
versicolor,1,targioni_1858,BOLETUS Fungo appassionato
verticillatum,1,targioni_1858,PANICUM Capriola . Sanguinaria. Sangui- nella
verzino,1,targioni_1858,CAESALPINIA brasiliensis
verzino serpentino,1,targioni_1858,OPHYOXYLUM serpentinum
vesca,1,targioni_1858,CASSUVIUM Castagna domestica. Castagno. Castagno domestico; CASSUVIUM Marrone Cascaticcio o Caschereccio; FRAG »alt atica lunga detta Bondì
"vesca , alba",1,targioni_1858,FRAG Erba fragole. Frafaria . Fraghe . Fregola . raule. Fravolaria
"vesca , bifera",1,targioni_1858,FRAG Fragola bianca . Fragola moscadella. Fragola moscadella bian- ca . Fragola ordinaria bian2 ca . Fragola ordinaria bianca detta Bendi
"vesca , fl",1,targioni_1858,FRAG Fragola del Chili
"vesca , fructu rubro moscliato",1,targioni_1858,FRAG Fragola moscadella
"vesca , peculiariter casta£ nea",1,targioni_1858,CASSUVIUM Marroncdi R icciaia
"vesca , s'empeiflorens",1,targioni_1858,FRAG Fragola del fior verde
"vesca , saliva",1,targioni_1858,CASSUVIUM Castagna . Castagno
